Sample_ID,Model,System_Prompt,Question,Context,Ground_Truth_Answer,Extract_EN
35,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bệnh nhân bị hẹp động mạch cảnh có triệu chứng có sử dụng Atidogrel được không?,"Atidogrel được chỉ định điều trị trong những trường hợp sau:2 - Bệnh nhân có điều trị can thiệp mạch vành qua da (PCI) cho hội chứng mạch vành cấp tính (ACS) và bệnh tim thiếu máu cơ tim cục bộ ổn định.
- Phòng ngừa tiên phát ở bệnh nhân rung nhĩ do huyết khối tắc mạch.
- Bệnh nhân bị hẹp động mạch cảnh có triệu chứng.
- Bệnh nhân bắc cầu động mạch ngoại vi qua da trong ghép nối động mạch ngoại vi.
- Kết hợp với các thuốc khác trong phòng ngừa biến chứng huyết khối ở bệnh nhân hội chứng mạch vành cấp không có đoạn ST chênh lên và STEMI.
- Phòng ngừa biến cố huyết khối ở bệnh nhân có tiền sử nhồi máu cơ tim, đột quỵ gần đây hoặc bệnh động mạch ngoại vi đã hình thành.
- Phòng ngừa thứ phát sau ghép nối động mạch vành.","Có, Atidogrel có thể sử dụng cho bệnh nhân bị hẹp động mạch cảnh có triệu chứng.","Có, bệnh nhân bị hẹp động mạch cảnh có triệu chứng có sử dụng Atidogrel."
36,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Antimuc An Thiên có tác dụng gì?,"Antimuc An Thiên là thuốc được sản xuất bởi công ty Dược Phẩm An Thiên. Thành phần chính của thuốc là N – Acetylcystein. Thuốc có tác dụng tích cực trong các bệnh hô hấp. Như làm giảm đờm, chất nhầy trong thực quản, hỗ trợ đường thở đẩy đờm ra ngoài bằng các cơn ho. Antimuc An Thiên được bào chế dạng dung dịch uống. Đóng gói trong hộp 20 ống nhựa uống x 5 ml.","Antimuc An Thiên có tác dụng tích cực trong các bệnh hô hấp. Như làm giảm đờm, chất nhầy trong thực quản, hỗ trợ đường thở đẩy đờm ra ngoài bằng các cơn ho.","Antimuc An Thiên có tác dụng tích cực trong các bệnh hô hấp, như làm giảm đờm, chất nhầy trong thực quản, hỗ trợ đường thở đẩy đờm ra ngoài bằng các cơn ho."
37,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bilgrel được sản xuất dưới dạng nào?,"Bilgrel là thuốc được sản xuất bởi công ty Bilim Ilac Sanayi Ve Ticaret A.S. Thuốc có tác dụng trong dự phòng nguyên phát thuyên tắc huyết khối dẫn đến các tình trạng nhồi máu cơ tim, đột quỵ,… Ngoài ra, thuốc còn được dùng trong dự phòng thứ phát và kiểm soát bệnh xơ vữa động mạch ở bệnh nhân tai biến. Bilgrel được sản xuất dưới dạng viên nén bao phim. Mỗi hộp thuốc chứa 2 vỉ, mỗi vỉ 14 viên.","Bilgrel được sản xuất dưới dạng viên nén bao phim với mỗi hộp thuốc chứa 2 vỉ, mỗi vỉ 14 viên.",Bilgrel được sản xuất dưới dạng viên nén bao phim.
38,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Thuốc Comiaryl thường được dùng trong các trường hợp nào?,"Thuốc CoMiaryl được chỉ định dùng trong các trường hợp điều trị đái tháo đường type 2 kết hợp với chế độ ăn kiêng và luyện tập thể dục:1 - Thuốc Comiaryl được sử dụng trong trường hợp bệnh nhân đái tháo đường type 2 không đáp ứng với liệu pháp đơn trị bằng thuốc glimepirid hoặc metformin.
- Sử dụng thuốc Comiaryl thay thế cho việc sử dụng phối hợp rời hai thuốc glimepirid và thuốc metformin, nhằm thuận tiện cho việc sử dụng thuốc của bệnh nhân.",Thuốc Comiaryl thường được dùng trong các trường hợp điều trị đái tháo đường type 2 kết hợp với chế độ ăn kiêng và luyện tập thể dục.,Thuốc Comiaryl thường được dùng trong các trường hợp bệnh nhân đái tháo đường type 2 không đáp ứng với liệu pháp đơn trị bằng thuốc glimepirid hoặc metformin.
39,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Những sản phẩm có chứa axit salicylic thường được bán ở đâu?,"Axit salicylic có nhiều dạng bào chế như thuốc mỡ, kem, gel, thuốc dán, dung dịch, nước gội đầu hoặc xà phòng… với nhiều nồng độ khác nhau. Ngoài ra còn có trong các chế phẩm phối hợp với các chất khác như lưu huỳnh, hắc ín.1 Mỗi dạng chế phẩm, mỗi nồng độ của thuốc sẽ có giá khác nhau. Các sản phẩm chứa axit salicylic rất thường gặp và được bán tại các nhà thuốc trên toàn quốc với giá hợp lý. Bạn hãy đến cơ sở có uy tín để mua đúng hàng chính hãng bạn nhé!",Các nhà thuốc toàn quốc.,Các sản phẩm chứa axit salicylic thường được bán tại các nhà thuốc trên toàn quốc.
40,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Thuốc trị huyết áp có tên là spironolacton có tương tác với Arginin hay không?,"Bạn không nên sử dụng Arginin đồng thời với: - Thuốc tránh thai đường uống kết hợp estrogen và progestogen
- Thuốc lợi tiểu thiazid, xylitol và aminophylin
- Thuốc trị tiểu đường nhóm sulfonylurê như glyclazid, glyoizid, glyburid,…
- Thuốc trị động kinh phenytoin
- Thuốc lợi tiểu tiết kiệm kali như spironolacton, amilorid, triamteren,…",Thuốc lợi tiểu tiết kiệm kali như spironolacton có thể tương tác với Arginin.,"Không, thuốc trị huyết áp không tương tác với Arginin."
41,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trong dạng bào chế của thuốc Berberin có bao nhiêu dạng?,#NAME?,Thuốc Berberin chỉ có 1 dạng bào chế là dạng viên nang uống.,Thuốc Berberin được bào chế ở dạng viên nang uống.
42,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bác sĩ sẽ làm gì khi kê thuốc Bluemint cho phụ nữ có thai hoặc mẹ cho con bú?,Chỉ dùng thuốc cho phụ nữ có thai và cho con bú khi thật sự cần thiết và dưới sự theo dõi chặt chẽ của bác sĩ.,Bác sĩ sẽ theo dõi chặt chẽ tình trạng của phụ nữ có thai hoặc mẹ cho con bú trong quá trình sử dụng thuốc Bluemint.,Bác sĩ sẽ theo dõi chặt chẽ để đảm bảo an toàn cho cả mẹ và bé.
43,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Liều dùng của cisapride để điều trị loạn tiêu hóa chức năng hoặc táo bón mạn tính là bao nhiêu, uống mấy lần/ngày?","- Điều trị triệu chứng ợ nóng về đêm hoặc viêm thực quản do trào ngược dạ dày – thực quản: 10 mg, 4 lần/ngày, uống 15 phút trước khi ăn và trước khi ngủ; nếu cần có thể tăng liều tới 20 mg, 4 lần/ngày.
- Điều trị duy trì viêm thực quản do trào ngược dạ dày – thực quản: 10 – 20 mg, 2 lần/ngày, tùy thuộc vào mức độ viêm nặng hay nhẹ lúc đầu.
- Loạn tiêu hóa chức năng hoặc táo bón mạn tính: 5 – 10 mg, 3 lần/ngày.
- Liệt nhẹ dạ dày triệu chứng: 10 mg, 3 – 4 lần/ngày.","Đối với loạn tiêu hóa chức năng hoặc táo bón mạn tính, dùng cisapride với liều lượng 5 - 10 mg, uống 3 lần/ngày.","Liều dùng của cisapride để điều trị loạn tiêu hóa chức năng hoặc táo bón mạn tính là 5 – 10 mg, uống 3 – 4 lần/ngày."
44,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Vitamin D3 có trong Davita Bone Sugar Free có hàm lượng bao nhiêu?,"Davita Bone Sugar free gồm thành phần chính là:1 - Calcium: 600 mg.
- Vitamin D3: 400 IU.",Vitamin D3 có trong Davita Bone Sugar Free có hàm lượng 400 IU.,Vitamin D3 có trong Davita Bone Sugar Free có hàm lượng 400 IU.
45,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Làm thế nào để sử dụng thuốc Concor® hiệu quả?,"Thuốc nên được bảo quản không quá 30oC. Không dùng thuốc sau khi hết hạn sử dụng và để thuốc xa tầm tay trẻ em Concor® là thuốc dùng để điều trị bệnh lâu dài, bạn cần tuân thủ sử dụng thuốc theo đúng chỉ định của bác sĩ. Nếu thấy bất kỳ triệu chứng nào xuất hiện hoặc có bất cứ thắc mắc nào, bạn hãy đến ngay bác sĩ chuyên khoa Tim mạch để tư vấn và điều trị hiệu quả.",Bạn cần tuân thủ sử dụng thuốc theo đúng chỉ định của bác sĩ.,Thuốc nên được bảo quản không quá 30oC. Không dùng thuốc sau khi hết hạn sử dụng và để thuốc xa tầm tay trẻ em.
46,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trước hoặc sau ăn có ảnh hưởng đến hấp thu thuốc Carbocistein không?,Thuốc được pha với nước và dùng bằng đường uống như thông thường. Carbocistein cho đáp ứng tốt nhất khi được sử dụng thường xuyên. Bạn có thể uống thuốc vào cùng các thời điểm trong ngày. Điều này sẽ tạo nên thói quen và tránh tình huống quên liều. Việc sử dụng thuốc này trước hay sau ăn không ảnh hưởng đến hấp thu của thuốc.,"Không, việc sử dụng thuốc này trước hay sau ăn không ảnh hưởng đến hấp thu của thuốc.","Không, việc sử dụng thuốc trước hay sau ăn không ảnh hưởng đến hấp thu của thuốc."
47,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Người bệnh nào nữa không được sử dụng thuốc Aspirin pH8?,"Người bệnh bị dị ứng với một trong các thành phần của thuốc Aspirin pH8. Bệnh nhân đã từng bị bệnh hen. Lưu ý trên các đối tượng mắc bệnh ưa chảy máu, bị giảm tiểu cầu. Ngoài ra, không dùng thuốc trên người bệnh bị loét dạ dày hoặc tá tràng đang tiến triển. Chống chỉ định trên đối tượng suy tim, suy gan, thận.",Người bệnh đã từng bị bệnh hen không được sử dụng thuốc Aspirin pH8.,"Người bệnh bị dị ứng với một trong các thành phần của thuốc Aspirin pH8, người bệnh bị loét dạ dày hoặc tá tràng đang tiến triển, người bệnh suy tim, suy gan, thận."
48,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bệnh nào dùng thuốc Cenditan điều trị?,"Thuốc Cenditan được chỉ định điều trị các trường hợp sau:1 - Bệnh trĩ.
- Táo bón.
- Giải nhiệt.
- Lợi tiểu.
- Bảo vệ gan.
- Giải độc gan do rượu.",Thuốc Cenditan điều trị bệnh trĩ.,"Thuốc Cenditan được chỉ định điều trị các trường hợp bệnh trĩ, táo bón, giải nhiệt, lợi tiểu, bảo vệ gan, giải độc gan do rượu."
49,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Phụ nữ mang thai có nên sử dụng thuốc chẹn thụ thể beta Atenolol TV.PHARM không?,"Thuốc chẹn thụ thể beta có thể gây chậm nhịp tim ở thai nhi và trẻ sơ sinh. Vì vậy, chỉ sử dụng Atenolol cho bệnh nhân trong 3 tháng cuối thai kỳ trong trường hợp thật sự cần thiết.","Theo khuyến cáo, chỉ sử dụng Atenolol TV.PHARM cho phụ nữ mang thai trong 3 tháng cuối thai kỳ nhưng phải thật sự cần thiết.","Không, phụ nữ mang thai không nên sử dụng thuốc chẹn thụ thể beta Atenolol TV.PHARM."
50,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Cần làm gì nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban?,"Thuốc không có tác dụng đối với các nhiễm khuẩn do Chlamydia, vi khuẩn kị khí và nấm. Không dùng thuốc mỡ mupirocin bôi da cho người bệnh bị bỏng, đặc biệt là bỏng diện rộng. Mỗi đợt điều trị không quá 7 ngày để giảm sự đề kháng thuốc. Theo dõi hiệu quả nếu quá 3-5 ngày tình trạng bị tồi tệ hơn hoặc không cải thiện, cần đến ngay bác sĩ. Cân nhắc thay thuốc khác như kem neomycin và clorhexidin. Thuốc chỉ dùng bôi ngoài da, không uống hoặc tiêm do tác dụng trị liệu không còn khi thay đổi cách dùng. Mupirocin có thể làm giảm tác dụng của cloramphenicol, vắc xin thương hàn,…","Nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban quá 3-5 ngày, cần đến ngay bác sĩ và cân nhắc thay thuốc khác như kem neomycin và clorhexidin.","Nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban, cần đến ngay bác sĩ để được cân nhắc thay thuốc khác như kem neomycin và clorhexidin."
51,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Thuốc Asevictoria Mediplantex được sản xuất như thế nào?,"Asevictoria Mediplantex được sản xuất bởi công ty Cổ phần Dược TW Mediplantex. Đây là thuốc được dùng để ngừa thai khẩn cấp sau khi giao hợp không dùng biện pháp bảo vệ hoặc khi các biện pháp ngừa thai khác thất bại. Thuốc được sản xuất dưới dạng viên nén, mỗi hộp thuốc gồm 1 vỉ có chứa 1 viên thuốc.",Thuốc Asevictoria Mediplantex được sản xuất dưới dạng viên nén. Mỗi hộp thuốc có chứa 1 vỉ với 1 viên thuốc.,Thuốc Asevictoria Mediplantex được sản xuất bởi công ty Cổ phần Dược TW Mediplantex.
52,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Người không nên dùng thuốc Broncho-Vaxom bao gồm những người nào?,Quá mẫn cảm với các thành phần bao gồm cả hoạt chất và tá dược của Broncho-Vaxom.,Người quá mẫn cảm với các thành phần bao gồm cả hoạt chất và tá dược của Broncho-Vaxom.,Người quá mẫn cảm với các thành phần bao gồm cả hoạt chất và tá dược của Broncho-Vaxom.
53,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Phụ nữ mang thai có thể sử dụng Bisolvon 8mg không?,"Nên thận trọng, cân nhắc giữa lợi ich và nguy cơ khi sử dụng Bisolvon 8mg cho phụ nữ mang thai vì dữ liệu sử dụng bromhexin cho phụ nữ mang thai còn hạn chế. Nhiều thử nghiệm trên động vật không cho thấy bromhexin tác dụng gây hại đến độc tính sinh sản.","Cần thận trọng, cân nhắc giữa lợi ích và nguy cơ khi sử dụng Bisolvon 8mg cho phụ nữ mang thai.",Phụ nữ mang thai nên thận trọng khi sử dụng Bisolvon 8mg vì dữ liệu sử dụng bromhexin cho phụ nữ mang thai còn hạn chế.
54,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Berberin Mộc Hương được sản xuất ở đâu?,"Berberin Mộc Hương là sản phẩm của Công ty cổ phần Dược Hà Tĩnh, được sản xuất tại Việt Nam. Thuốc được biết đến với công dụng trị lỵ trực khuẩn, hội chứng lỵ, tiêu chảy, viêm ruột, viêm ống mật, đầy bụng khó tiêu. Berberin Mộc Hương được bào chế dưới dạng viên nén, đóng gói dưới dạng lọ, mỗi lọ có 100 viên.",Berberin Mộc Hương được sản xuất tại Việt Nam.,Berberin Mộc Hương được sản xuất tại Việt Nam.
55,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trong trường hợp nào nên chỉ định Cataflam (diclofenac)?,#NAME?,"Cataflam (diclofenac) được chỉ định trong các trường hợp viêm khớp mạn tính, điều trị triệu chứng ngắn ngày cho các đợt cấp viêm cạnh khớp, viêm khớp do gút, đau lưng, đau rễ thần kinh nặng, đau sau phẫu thuật, thống kinh vô căn và tình trạng viêm đa khớp dạng thấp ở đối tượng thiếu niên.","Cataflam (diclofenac) được chỉ định trong các trường hợp viêm khớp mạn tính, viêm khớp dạng thấp, viêm đa khớp dạng thấp, một số thoái hóa khớp gây đau và tàn tật, viêm khớp vẩy nến."
